AMC,Category,Scheme_Count,Avg_NAV,Median_NAV,Total_AUM_Cr
Kotak,Debt,148,453.946672185473,14.4582,133496.89687468752
Kotak,Equity,357,34.39488242190476,12.79883451,528052.6591879564
Kotak,FoF,7,23.86112857142857,11.2456,1197.080688910975
Kotak,Hybrid,34,53.58102202911765,21.11355,27885.254761488723
Kotak,Index,144,36.77899861111111,11.507,63092.47560302137
Kotak,Other,178,11.72655581994382,11.041333725000001,67119.1174966849
LIC,Debt,50,821.31433,1032.8654999999999,62974.25007150006
LIC,Equity,52,41.519440384615386,32.54235,138124.5836695892
LIC,FoF,2,32.189099999999996,32.189099999999996,661.5928857786066
LIC,Hybrid,32,33.052309375,14.632100000000001,21254.88661802992
LIC,Index,18,751.722488888889,58.71105,14621.775184916769
LIC,Other,56,32.488975,36.8008,38663.0484240453
LIC,Solution,2,34.9657,34.9657,840.8815626849981
Mahindra Manulife,Debt,38,915.3602236842104,1041.62555,50204.738372035885
Mahindra Manulife,Equity,44,22.103713636363636,20.95125,93617.63652990478
Mahindra Manulife,FoF,4,10.2165,10.2165,437.79809659982243
Mahindra Manulife,Hybrid,20,16.98855,13.99435,12333.12603234964
Mahindra Manulife,Other,8,13.4471625,12.21815,3146.836653259716
Mirae Asset,Debt,50,916.5416,1035.9365,60761.49047577149
Mirae Asset,Equity,44,42.415575,26.2795,104527.65726348045
Mirae Asset,FoF,13,20.619000000000003,12.135,1920.2145760367707
Mirae Asset,Hybrid,24,16.144416666666668,13.7945,14134.98442340076
Mirae Asset,Index,101,62.156816831683166,12.5569,51761.47639443846
Mirae Asset,Other,10,24.4667,22.2185,5886.523231900132
Motilal Oswal,Debt,28,11.684371428571428,11.46955,11720.560684178643
Motilal Oswal,Equity,59,28.35176101694915,14.5211,111766.61255335232
Motilal Oswal,FoF,9,29.598033333333333,18.7077,1957.854636996047
Motilal Oswal,Hybrid,12,13.878316666666668,12.8204,6072.202189715302
Motilal Oswal,Index,66,44.312896969696965,24.6201,42407.66009999968
Motilal Oswal,Other,20,11.431535,11.248850000000001,7279.898098967513
Navi,Debt,10,15.729130000000001,10.01655,5909.941916674918
Navi,Equity,32,27.70774375,26.93075,79772.39921349348
Navi,Hybrid,12,22.443741666666668,22.439799999999998,9413.692538434467
Navi,Index,18,14.643600000000001,15.0058,8321.450169364542
Nippon India,Debt,167,709.5068868263473,39.7419,182479.86257349927
Nippon India,Equity,823,46.863016403402185,12.9157,1222903.9389004146
Nippon India,FoF,4,22.964,22.964,997.4155532457452
Nippon India,Hybrid,68,24.263188235294116,13.6837,40503.68604029742
Nippon India,Index,148,74.21076891891892,12.7102,81304.05776515373
Nippon India,Other,637,12.284188540031396,10.0,229362.54117300274
Nippon India,Solution,12,25.040208333333336,23.1008,3901.1007555057777
Old Bridge,Equity,4,12.155,12.155,4670.006079565347
PGIM India,Debt,78,387.99088333333333,23.2607,78305.15496196895
PGIM India,Equity,46,39.54835434782609,19.775,87991.53057144047
PGIM India,Hybrid,39,24.132689743589744,13.9836,25147.365760806897
PGIM India,Index,4,11.587275,11.586300000000001,1374.7724745274108
PGIM India,Other,16,84.810375,135.6279,9001.87244909663
PGIM India,Solution,4,12.305,12.305,618.3291174494487
PPFAS,Debt,8,1122.1911125,1002.8543500000001,11907.703539317728
PPFAS,Equity,6,70.89293333333335,85.9381,17014.59041321875
PPFAS,Hybrid,10,11.9797,11.4352,4102.917962847865
Quantum,Debt,14,15.601985714285714,10.40505,8143.81444801713
Quantum,Equity,20,77.80238,85.9905,50946.384340604774
Quantum,Hybrid,4,23.9659,23.829250000000002,3164.948092437488
Quantum,Index,3,941.3221,15.1138,1821.735124716472
Quantum,Other,1,99.335,99.335,745.691093600667
SBI,Debt,216,440.69204305555553,19.824150000000003,205417.13596623557
SBI,Equity,150,127.39800066666668,16.92105,304500.55669775803
SBI,FoF,1,102.6726,102.6726,388.3978326544429
SBI,Hybrid,54,24.573516666666666,20.356650000000002,40658.231962850026
SBI,Index,80,109.61878999999999,13.2158,40216.04672884597
SBI,Other,8,12.4120625,12.376449999999998,2879.948999552323
SBI,Solution,4,81.27595,79.5123,2408.7778118018314
Samco,Debt,3,1153.6155333333334,1198.605,4864.703213646646
Samco,Equity,14,10.62857142857143,9.649999999999999,15160.25864145933
Samco,Hybrid,8,10.9,10.67,2942.6577959553106
Shriram,Debt,15,420.4872666666667,12.1518,13040.287842592214
Shriram,Equity,10,19.431900000000002,21.41465,20167.226071953606
Shriram,Hybrid,10,22.2316,19.12875,7769.797920669484
Shriram,Index,1,1077.9648,1077.9648,939.7535963957549
Sundaram,Debt,158,445.1240329113924,29.2371,165596.1223501407
Sundaram,Equity,69,144.91304927536234,39.3816,190091.85891532514
Sundaram,Hybrid,32,33.545271875,17.9157,24454.01655857719
Sundaram,Index,2,184.536,184.536,1640.1197249492004
Sundaram,Other,12,12.109116666666667,11.255749999999999,4643.20974075237
Tata,Debt,88,553.2134806818182,41.011700000000005,101708.38839697388
Tata,Equity,74,110.21129864864865,39.1516,187723.0761424975
Tata,FoF,6,18.4829,18.4829,1120.2496729934983
Tata,Hybrid,38,54.3293947368421,23.2404,31102.85987766355
Tata,Index,129,22.686133333333334,12.2409,52931.97679822726
Tata,Other,40,26.6761325,13.2994,19012.402118922277
Tata,Solution,8,60.753325000000004,65.09475,4438.407209628285
Taurus,Debt,8,476.3919,77.935,12262.18830903602
Taurus,Equity,25,112.267944,111.12,69909.99872142666
Taurus,Index,4,45.0731,48.65445,3033.4355719088803
Taurus,Other,2,87.58,87.58,1463.7122272489637
The Wealth Company,Debt,8,1002.99045,1002.8664,12796.26214615294
The Wealth Company,Equity,6,9.975,10.0,5272.694882376778
The Wealth Company,Hybrid,3,10.04,10.04,1145.28137697148
The Wealth Company,Other,3,9.956666666666665,9.92,951.6793547848599
Trust,Debt,38,1193.1242342105263,1173.0727000000002,60669.59572477949
Trust,Equity,14,372.8303285714286,11.6,23989.360750921947
Trust,Hybrid,2,10.10245,10.10245,695.3738937002922
Trust,Other,1,1239.1648,1239.1648,743.36875064131
UTI,Debt,577,314.91742079722707,11.3972,381624.15131699725
UTI,Equity,232,105.82761896551725,12.668099999999999,405990.47414118255
UTI,FoF,2,23.034950000000002,23.034950000000002,570.6599764633852
UTI,Hybrid,34,57.078599999999994,21.2345,30619.315424236793
UTI,Index,53,64.72970566037736,14.9869,29061.412511797902
UTI,Other,394,33.72998172588833,10.0,138189.41729457377
UTI,Solution,8,68.72935,70.04939999999999,4528.550367308625
Unifi,Debt,2,1024.226,1024.226,3466.4332095604377
Unifi,Equity,2,10.307749999999999,10.307749999999999,1846.827027238841
Unifi,Hybrid,2,10.50405,10.50405,818.7071464352073
Union,Debt,54,697.4375796296297,1000.1306,61458.77854765583
Union,Equity,46,31.38508260869565,27.66,104605.81097320798
Union,FoF,5,34.6329,13.8079,1025.734549681312
Union,Hybrid,24,15.584420833333333,15.950949999999999,13595.531656860518
Union,Other,9,12.888877777777777,11.9299,3730.1894957001014
Union,Solution,8,14.469999999999999,14.575,1455.2567257856106
WhiteOak Capital,Debt,20,1088.3943649999999,1004.8079,33236.17513466729
WhiteOak Capital,Equity,32,15.548937500000001,15.406500000000001,49098.79831163478
WhiteOak Capital,Hybrid,10,13.0912,13.4195,4953.226591583771
Zerodha,Debt,1,10.3332,10.3332,394.9909055671952
Zerodha,Equity,1,14.3079,14.3079,1390.23494087899
Zerodha,FoF,2,17.333199999999998,17.333199999999998,318.7466216952024
Zerodha,Hybrid,1,10.7875,10.7875,314.0256050690444
Zerodha,Index,10,23.60074,12.2133,4956.776610674276
quant,Debt,20,16.060679999999998,13.252749999999999,11026.971303042177
quant,Equity,62,93.95648387096773,40.8363,146182.48982294285
quant,Hybrid,20,89.312885,17.0593,15288.133990913835
quant,Other,24,18.705225000000002,15.31515,12381.495009257833
